Country,Country code,Cluster1990,Cluster2015,Flow_1990_2015,Transition_Types,AA,AB,BA,BB,BC,CB,CC,CD,DB,DC,DD,agriculture add(%gdp),CO2(ton),"Industry, value added (% of GDP)",population,unemployment rate,"Agriculture, value added (% of GDP)","Agriculture, value added (current US$)",Agriculture value added per worker (constant 2010 US$),"Industry, value added (% of GDP)","Industry, value added (current US$)",CO2 emissions (metric tons per capita),"Population, total",Population growth (annual %),"Population, female (% of total)","Population, male (% of total)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Air transport, passengers carried","Air transport, freight (million ton-km)","Air transport, registered carrier departures worldwide","International tourism, number of arrivals","International tourism, number of departures","International tourism, receipts (current US$)","International tourism, expenditures (current US$)","International tourism, expenditures (% of total imports)","International tourism, receipts (% of total exports)",Exports of goods and services (% of GDP),Exports of goods and services (annual % growth),Exports of goods and services (current US$),Imports of goods and services (% of GDP),Imports of goods and services (annual % growth),Imports of goods and services (current US$),Renewable internal freshwater resources per capita (cubic meters),"Improved water source, rural (% of rural population with access)",Improved water source (% of population with access),Improved sanitation facilities (% of population with access),"Improved sanitation facilities, rural (% of rural population with access)",Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Individuals using the Internet (% of population),Secure Internet servers (per 1 million people),Researchers in R&D (per million people),"Patent applications, residents","Patent applications, nonresidents",Rail lines (total route-km),"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)",Urban population (% of total),Urban population growth (annual %),Oil rents (% of GDP)
Haiti,HTI,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,0,0.181659176,0,8979714.889,12.8774799,0,0,0,0,0,0.181659176,8907883.38,1.660112392,50.61330595,49.38669405,12.8774799,17.38749981,0,3.900000095,800,237771.43,0,251428571.4,278105263.2,10.73136536,30.34780091,13.30241715,7.506714413,702392750.2,40.06702395,9.502751164,2113335149,1448.986569,48.96923077,60.57307692,22.51538462,15.13076923,1831313.81,18.1455547,674,0.006356254,5.30281003,0.927294908,0,2,10.57,0,0,0,41.74607692,4.586177367,0
Honduras,HND,ClusterB_1990,ClusterC_2015,B_1990-C_2015,BC,0,0,0,0,1,0,0,0,0,0,0,16.52638618,0.848145969,29.11940652,7031528.037,4.103599997,16.52638618,1289234454,2320.989891,29.11940652,2515275922,0.848145969,6951476.54,2.389638259,50.2470379,49.7529621,4.103599997,4.081904729,430713.7997,3.615219515,18876.2628,642142.86,335809.52,428242857.1,312095238.1,5.371144188,10.5604424,47.00167525,3.296493275,4707608410,61.17092908,4.228877416,6396720547,13039.18605,71.83846154,82.49615385,66.55769231,56.40384615,2797029.23,36.21868627,90631.5,1.104649513,7.702393636,6.195271829,0,6.67,144.42,0,0,0,47.247,3.598515672,0
"HongKong ,China",HKG,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,0.069126143,5.821626679,8.486680343,6663385.185,4.110000024,0.069126143,142191662.1,0,8.486680343,17277718592,5.821626679,6637103.85,0.963894918,51.47229778,48.52770222,4.110000024,3.998846169,22456191.37,7865.113337,153727.2951,16387055.56,73351444.44,19503761905,15236761905,4.752202496,5.060435826,156.5402471,7.374880092,3.09272E+11,151.6928394,7.620766045,3.00733E+11,0,0,0,0,0,7515508.65,107.1092593,1556237.17,22.08368708,40.47108602,397.0785312,2358.860997,106.19,8376.77,0,0,0,99.97415385,0.998899904,0
Hungary,HUN,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,5.179973712,5.526974708,30.93553454,10134590.74,8.614960041,5.179973712,3903684535,11431.29687,30.93553454,25503041111,5.526974708,10146768.92,-0.241805019,52.39340988,47.60659012,8.614960041,8.286538482,4947904.606,19.93089949,51789.102,3430047.62,14810714.29,5170523810,2377857143,4.347287625,9.389805742,61.61377467,10.28330845,61874134686,61.14991975,9.876093844,60317648580,593.6554272,96.93076923,98.51153846,98,98.6,6180115.73,61.53726237,1414961.81,14.15426891,30.33463096,137.0836805,1759.968056,920.27,1432,7791.046154,6459.268462,7521.92,66.75338462,0.062426754,0.178159943
Iceland,ISL,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,7.383578033,7.12474072,25.52503826,293320,4.106519985,7.383578033,801807740.6,76874.61497,25.52503826,2872409016,7.12474072,291745.69,1.033672959,49.81763283,50.18236717,4.106519985,4.018846168,1572305.389,82.35466054,18069.55063,464423.81,322117.65,656190476.2,675523809.5,17.30547896,17.34765778,39.19728561,4.347387318,4737813222,39.07149623,3.92188549,4765871565,577404.2388,100,100,98.8,100,212531.85,69.52155606,77006.12,24.43059789,58.11564379,1925.48144,6567.110143,42.19,218.77,0,0,0,92.62742308,1.184188445,0
India,IND,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,23.00372024,1.088993272,31.73475553,1104088507,3.933599977,23.00372024,1.6523E+11,937.1122348,31.73475553,2.59375E+11,1.088993272,1095623782,1.650602249,48.18341084,51.81658916,3.933599977,3.478181817,35277743.06,908.2188006,362587.6091,4823857.14,8958714.29,9456333333,7904809524,3.475312538,5.120601168,16.16753738,11.86743465,1.75747E+11,18.5591113,11.65717946,2.06066E+11,1310.127717,78.97307692,82.91153846,28.14230769,17.03461538,262204831.1,21.3673007,7150351.07,0.580660391,4.71355192,2.16870312,147.6593633,4757.15,15868.77,63413.47462,407342.5385,597979.12,28.72442308,2.642176676,1.031362301
Indonesia,IDN,ClusterC_1990,ClusterB_2015,C_1990-B_2015,CB,0,0,0,0,0,1,0,0,0,0,0,15.76476374,1.476973222,43.66677178,221073385.9,6.820279999,15.76476374,55403724399,1811.717991,43.66677178,1.67106E+11,1.476973222,219533306.3,1.424979993,49.79741781,50.20258219,6.820279999,6.874090899,31064541.63,565.2326738,329693.5503,6104428.57,5302750,6784000000,5764095238,5.736801742,6.686988898,29.72808615,6.480372374,1.03212E+11,26.6357948,7.317574989,95864846375,9113.488899,70.09615385,79.14230769,49.07692308,36.06923077,88656944.23,36.32602521,1422813.44,0.578131016,5.730900213,2.320238797,167.1315133,279,4044.92,4956.916667,4968.707937,16484.56,43.16769231,3.712283716,3.707987418
Iran,IRN,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,9.128215577,5.992267046,40.43315811,68380140.74,11.60464008,9.128215577,20661350493,4655.88313,40.43315811,1.04046E+11,5.992267046,67922552.77,1.425877387,49.25698598,50.74301402,11.60464008,11.50000009,11580402.72,96.33773891,104859.1434,2294857.14,2912200,1544800000,4841100000,2.362030327,1.975452206,22.63104928,2.462829267,62220728501,20.75895052,1.799947846,51870843417,1874.729488,87.83846154,94.42307692,81.09230769,72.08461538,20803400.15,27.5581108,2083391.5,2.680931052,10.71429734,0.985170768,720.542604,4599.72,303.8,6616.020833,16552.8471,10335.42,65.44026923,2.47940406,21.59748029
Iraq,IRQ,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,0,3.557436714,0,26088453.59,17.57595982,0,7363827769,14161.00053,0,83581248644,3.557436714,25660987.5,2.889044577,49.50061282,50.49938718,17.57595982,18.9509999,443942.3106,16.62458562,4828.235958,581846.15,0,896631579,1210368421,4.285102857,2.51055886,40.75204857,0,56366510204,33.59315496,0,46843947405,1379.045618,53.43461538,81.81538462,77.984,64.152,9144918.73,28.39406132,683.2,0.002217055,3.823271515,0.332699521,303.9439129,150.67,37,2047.777778,371.607,68.44,68.92603846,2.865972201,45.10557841
Ireland,IRL,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,2.187774236,9.488664753,32.78708248,4076966.593,9.529799938,2.187774236,2683574596,18738.79167,32.78708248,52291175001,9.488664753,4050192.42,1.102762071,50.2276688,49.7723312,9.529799938,9.704615364,40664966.07,123.5709973,302616.7174,7102333.33,5437523.81,6607529667,5253142857,3.956951876,4.070681374,85.05560406,10.46093997,1.43498E+11,71.96644907,9.168400103,1.20632E+11,12000.4265,97.20769231,96.85384615,89.66538462,92,2794465.42,65.13835386,762521.79,16.96480306,35.21767046,625.6577887,2855.092457,756.38,479.81,1909.153846,350.3461538,1550.23,59.88607692,1.516849448,0
Israel,ISR,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,0,8.879508001,0,6659937.037,9.995559959,0,0,0,0,0,8.879508001,6587353.85,2.376117037,50.5674432,49.4325568,9.995559959,9.873499962,4119495.346,990.9031237,44928.99336,2167023.81,3787095.24,4451380952,4095285714,6.997378817,7.886290122,33.67188974,5.432337436,53585787968,37.08672343,4.149507922,55353049135,113.2702034,100,100,100,100,5333786.5,76.63160332,1423985.53,19.54786723,30.18235649,247.8490159,7775.82881,1394.62,4386.08,852.5238095,1106.008962,1163,91.33042308,2.455617496,0.005677018
Italy,ITA,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,2.683637487,7.368769132,26.69590166,58050612.7,9.825999985,2.683637487,37383159994,34240.63183,26.69590166,3.83912E+11,7.368769132,57952536.65,0.266042292,51.4075877,48.5924123,9.825999985,9.656153771,29073233.19,1246.887434,330461.4945,40841380.95,25203400,36812952381,24102761905,5.869071805,8.52981165,24.43957597,3.521682446,4.06005E+11,23.28051235,3.039493563,3.91374E+11,3134.978942,100,100,99.5,99.6,51100059.38,85.85249942,8799946.75,14.6050523,27.19735696,125.9954718,1494.634554,8125.93,901.29,16431.96154,18956.69231,45248.23,67.60484615,0.391774091,0.051699496
Jamaica,JAM,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,6.944477521,3.420710781,26.14047322,2687694.185,13.73831989,6.944477521,618739376.2,3140.062827,26.14047322,2273608800,3.420710781,2680245.69,0.678097803,50.44282609,49.55717391,13.73831989,13.87152,1140618.731,19.63503983,15414.26923,1577780.95,0,1797380952,286000000,4.936057427,44.84515991,39.75904077,-2.158437531,3638517352,54.89215157,-3.856775164,5400275891,4012.191036,88.97307692,93.51923077,80.89615385,82.58076923,1404419.58,51.4832858,89535.33,3.249778063,15.37265354,30.70040522,0,11.96,82.79,0,0,0,52.21392308,1.088732573,0
Japan,JPN,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,1.407028928,9.405765793,31.44074994,126685574.5,4.000839996,1.407028928,64775365002,33402.84078,31.44074994,1.46132E+12,9.405765793,126673692.3,0.12372964,50.9378744,49.0621256,4.000839996,3.919230782,97764013.27,7518.7082,664977.5336,7157809.52,16572571.43,11744761905,38587523810,6.759175346,1.749905042,12.57254687,4.621458374,5.99259E+11,11.73914556,3.407843614,5.63688E+11,3392.24715,100,100,100,100,76281574.46,60.16788692,22741322.44,17.8935627,44.06505627,501.8266088,5181.969284,330305.81,47672.19,19806.96087,22932.68,245060.19,83.84257692,0.859776596,0.001311882
Jordan,JOR,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,3.866928377,3.100964936,28.38935942,5932913.815,14.18587997,3.866928377,464462843.9,4770.260393,28.38935942,3931088323,3.100964936,5797418.12,3.817151689,48.35276174,51.64723826,14.18587997,14.03866666,1864371.363,208.6180195,23341.80728,2804904.76,1621550,2599761905,882523809.5,7.892371966,29.91609181,48.89733499,3.651160378,7179401062,75.08725221,2.203615053,11207832546,119.1421732,91.26153846,96.76153846,97.99615385,96.72307692,3368624.19,51.46533653,163625.53,2.4141039,17.29972657,11.72527726,1137.475395,47.06,306.19,326.9666667,562.7375,503.75,80.05034615,4.390241096,0.002188647
Kazakhstan,KAZ,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,9.166165018,11.95388916,37.64066905,15924234.93,8.200400014,9.166165018,4884419898,5036.948564,37.64066905,29756297595,11.95388916,15852204.27,0.294834823,51.67989464,48.32010536,8.200400014,6.507239984,1894769.373,24.10370895,24279.67322,3259000,4069157.89,933857142.9,1139476190,4.70795935,3.329590551,44.79573905,1.631999988,36147861275,39.72061553,-1.691999972,27357642053,4025.324491,87.91153846,93.59230769,96.93846154,97.33461538,8588769.85,53.37949363,871509.85,5.333659269,16.76389723,4.986792785,460.7396543,1497.78,242,14161.315,204544.8571,15137.52,54.96246154,0.076507907,11.15328828
Kenya,KEN,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,29.29015165,0.273271439,18.86969386,34831975.22,10.60939991,29.29015165,6276927324,740.679591,18.86969386,4256548990,0.273271439,34307760.15,2.829814641,50.29838487,49.70161513,10.60939991,10.13500023,2202609.347,154.4015186,37458.43662,1184809.52,0,1169600000,185300000,2.368718657,19.70101955,24.30928351,4.772221107,5308645675,32.27611997,7.9254343,7918675818,605.8142227,45.35769231,53.67307692,27.45384615,27.05,9693535.77,22.95953761,44433,0.101422154,4.896428842,2.518220235,143.625595,57.25,70,2441.875,1458.230769,364.36,20.91738462,4.525969914,0
Kiribati,KIR,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,25.52938023,0.457065702,8.988218901,90861.92593,2,25.52938023,22289832.18,3351.826128,8.988218901,7451694.396,0.457065702,89956.81,1.774692745,50.65379899,49.34620101,0,22.61499977,26488.88889,0.833333333,2988.888889,4661.9,0,3747058.82,18760000,14.38970758,21.91617638,16.2454207,0,15339282.99,95.20087289,0,94208828.21,0,44.19230769,59.62307692,34.8,25.80769231,5728.58,5.632283699,590.09,0.603744521,5.893952076,9.306593352,0,18,2,0,0,0,41.19815385,2.714994474,0
Kuwait,KWT,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,0.422065726,27.9391547,63.52820435,2547910.792,1.629559996,0.422065726,660690652.9,39870.29099,63.52820435,1.03989E+11,27.9391547,2482490.22,3.926452059,41.92843403,58.07156597,1.629559996,1.37374999,2438820.827,259.8899667,20228.26923,160052.63,1629153.85,500000000,6013000000,22.29220544,1.41921233,55.27532833,4.064406068,46083881529,39.5065469,6.419129794,23466980648,0,99,99,100,100,1886323.73,64.78633039,34233.33,1.189735618,28.90674224,97.78797057,162.8628813,0,0,0,0,0,98.15292308,3.941591706,40.15694709
Kyrgyz Republic,KGZ,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,32.31449621,1.312768084,26.41608506,5088688.889,8.548000011,32.31449621,804373337.1,1390.107641,26.41608506,798660071.8,1.312768084,5050457.69,1.246894316,50.58517211,49.41482789,8.548000011,8.561875015,391653.9848,2.3593979,8681.356217,1038285.71,556526.32,213380952.4,197571428.6,5.62382395,9.852087305,40.48600825,2.273998516,1411287616,61.6292722,2.098949657,2375205102,9576.286581,72.13461538,80.81153846,92.08846154,92.54230769,2022244.08,37.15988923,48698,0.874715249,11.58094895,2.759659338,0,122.89,29.37,417,818.3333333,75.56,35.79834615,1.000937831,0.424782561
Lao,LAO,ClusterD_1990,ClusterC_2015,D_1990-C_2015,DC,0,0,0,0,0,0,0,0,0,1,0,42.11411317,0.168358163,23.83555093,5573823.778,1.807799997,42.11411317,1239013636,793.5541567,23.83555093,1139374559,0.168358163,5528264.96,1.832322231,50.19019976,49.80980024,1.807799997,1.350000024,377289.2149,1.439375894,7805.882472,1068523.81,2461666.67,244209523.8,114019047.6,4.458505933,18.71716329,29.24619581,1.205968558,1390595406,40.72866629,1.653615203,1873462479,34201.9076,48.97272727,56.06818182,42.81818182,30.8,1368798.65,20.96577243,6664.46,0.098652783,4.537964227,0.963661744,15.81145,0,0,0,0,0,25.40969231,5.444061767,0
Latvia,LVA,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,4.610783332,3.582365095,25.49176618,2291338.407,13.37556,4.610783332,663738173.3,6935.36857,25.49176618,3997259783,3.582365095,2304065.88,-1.1503473,54.00997522,45.99002478,13.37556,10.87374996,1122896.287,4.101480464,22043.54167,1136761.9,2415142.86,534000000,582047619.1,6.955229744,6.406354518,44.33172081,7.648672374,8763999219,53.24205629,7.607674682,10280336171,7549.6415,96.24230769,98.58461538,84.13157895,75.02631579,1190755.85,55.78452465,270685.38,12.96533707,40.10534071,158.843198,1599.122097,151.83,55.63,2227.6,14768.30769,1258.08,68.14788462,-1.252744227,0
Lebanon,LBN,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,6.022535775,4.33453227,20.61339012,3863242.963,7.589960022,6.022535775,1355110711,41947.65797,20.61339012,4591855179,4.33453227,3780803.54,3.008250959,49.85150384,50.14849616,7.589960022,7.951249838,1164038.615,93.45849982,13452.5,1109428.57,0,4606142857,4221714286,18.51290912,41.16892331,27.37630331,11.28966944,8172706085,59.96857509,3.701676766,13666794776,1270.528892,91.12272727,91.12272727,81.68333333,81.68333333,1383516.69,31.87797727,318000,6.659925415,23.60308071,22.44068452,0,98.33,235,0,0,0,86.01269231,3.235131767,0
Lesotho,LSO,ClusterC_1990,ClusterD_2015,C_1990-D_2015,CD,0,0,0,0,0,0,0,1,0,0,0,7.501870408,1.02510517,34.84818729,1912621.63,28.12587997,7.501870408,91232518.63,370.4915092,34.84818729,466121986.5,1.02510517,1901421.65,1.238313393,51.58800282,48.41199718,28.12587997,31.65249968,26710,0.100000002,2080,399428.57,0,24867619.05,182476190.5,10.77614394,5.506623148,41.51149969,15.11326563,948149686.1,96.78620753,9.851451177,2222309483,2725.565403,75.78846154,79.45769231,26.08181818,23.4,490135.42,23.98645748,902.82,0.04367988,4.976356976,1.142682109,12.80718833,4.5,2,0,0,0,20.82092308,3.969879679,0
Liberia,LBR,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,61.33629186,0.17672985,9.315867652,3146225.296,4.356719971,61.33629186,390510596.2,680.6885563,9.315867652,78174576.92,0.17672985,3089779.23,2.873674942,49.94871296,50.05128704,4.356719971,3.710000038,32566.66667,0.100000002,2233.333333,0,0,100700000,102333333.3,4.816546394,17.37634513,35.15863444,2.205848349,306096278.9,104.3557552,1.604865963,1006823937,66547.9038,55.14090909,66.82727273,14.40454545,4.384615385,711257.19,17.13237695,2389.13,0.054483551,1.397903895,1.491532751,0,10,16,0,0,0,47.71303846,2.640015586,0
Libya,LBY,ClusterA_1990,ClusterB_2015,A_1990-B_2015,AB,0,1,0,0,0,0,0,0,0,0,0,2.97225308,8.773042377,74.05667513,5546896.667,19.13627983,2.97225308,1248096080,0,74.05667513,37952371720,8.773042377,5518190.65,1.403287152,48.30358401,51.69641599,19.13627983,19.03000069,1178219.391,2.051816372,13091.06018,47600,542333.33,126562500,998222222.2,6.557575175,0.667643529,44.07613572,5.454823641,22118756859,28.29168268,14.09035767,15681839345,126.1575476,68.35,71.2,96.53076923,95.7,3352085.69,55.34574601,63480.25,1.037738295,7.252699199,1.557919735,0,13,28.5,0,0,0,76.80565385,1.54720174,37.03975979
Lithuania,LTU,ClusterA_1990,ClusterB_2015,A_1990-B_2015,AB,0,1,0,0,0,0,0,0,0,0,0,5.666485136,4.338254149,30.81034987,3351566.111,12.64359995,5.666485136,1100790355,7736.366845,30.81034987,7522902092,4.338254149,3369999.5,-0.914099713,53.38021199,46.61978801,12.64359995,10.19000001,446541.4287,2.087960599,9406.816788,1540523.81,2339600,851476190.5,695095238.1,4.361017219,6.733503113,54.79123428,10.11246079,16864781927,60.81295474,10.49786788,18124606099,4703.969513,81.69615385,92.01923077,87.55384615,74.41538462,2345746.77,74.65408367,483414.93,15.68909287,35.45420253,127.0246063,2458.126085,104.64,90.13,1864.76,11687.38462,962.38,66.94953846,-0.979125512,0.140878687
Luxembourg,LUX,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,0.543776144,21.92157814,16.26636317,463161,3.800000019,0.543776144,159349300.5,53152.0713,16.26636317,5341648412,21.92157814,458552.88,1.586272993,50.60768093,49.39231907,3.800000019,3.716538452,841930,4634.494033,32388.61538,876238.1,1203000,3555809524,2651095238,5.585637287,6.05693822,147.5973848,7.133409148,57687611455,122.3594923,7.198754917,47779161969,2156.592292,100,100,97.68076923,98.73076923,410749.69,84.33229165,114822.93,22.65599344,48.52167135,1253.414688,4670.482895,58,67.92,275,254.5,337.7,85.47515385,2.003516216,0
"Macao ,China",MAC,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,0,3.202278433,13.37725157,467048.5185,3.684079981,0,0,0,13.37725157,1360223505,3.202278433,461467.04,2.271743368,51.88414069,48.11585931,3.684079981,3.73323998,1770832.438,65.24677875,17928.75,9036000,959181.82,14454476190,823285714.3,8.413505048,82.30020359,84.21791531,7.358142759,14572974854,50.82811572,6.917872613,7039153193,0,0,0,0,0,588198.38,111.4346772,94968.25,17.94049176,33.03797399,159.356544,615.676552,3.2,92.86,0,0,0,99.96365385,2.282839112,0
"Macedonia, FYR",MKD,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,12.20239624,5.099415753,28.38497483,2038739.963,32.51696007,12.20239624,638798115.1,9894.679274,28.38497483,1442994232,5.099415753,2037106.65,0.155593044,49.92669562,50.07330438,32.51696007,33.2842306,266330.4118,0.534249997,3746.882353,233571.43,0,146428571.4,104047619.1,2.776317464,5.605628824,37.75395402,5.77562147,2443877040,52.29691396,6.368324223,3467168395,2644.799892,98.60769231,99.32307692,90.375,83.93125,915600.62,43.60589782,224618.36,10.67272579,28.58294612,29.15150225,597.6082447,57.86,43.29,698.1184211,470.6826087,130,58.02757692,0.13751812,0
Madagascar,MDG,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,28.12274495,0.100946282,14.30657753,17607958.93,3.366479983,28.12274495,1482952533,330.822924,14.30657753,800800343.5,0.100946282,17327705.38,2.94513459,50.17420578,49.82579422,3.366479983,3.565714274,512397.451,22.8298857,15794.72028,194666.67,39000,244473684.2,128947368.4,7.4381417,16.19666043,24.84193094,5.671893791,1534242161,37.19542499,7.09466864,2361426798,19615.35141,25.9,40.31538462,10.60384615,8.138461538,2691552.38,12.27493466,14161.6,0.062462126,1.135032256,0.46026573,41.18226929,7.81,35.77,854,95.41666667,10,28.63196154,4.567967983,0
Malawi,MWI,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,35.44967599,0.078065401,19.29310322,12818834.41,6.911240005,35.44967599,1143118631,385.8027359,19.29310322,606484305.3,0.078065401,12616036.69,2.533498218,50.63638922,49.36361078,6.911240005,7.120000124,112487.982,1.514677006,3900.252963,514523.81,0,40761904.76,78523809.52,6.151251487,5.655310692,24.2326561,25.8827886,883965647.6,36.94834537,21.89333578,1312368302,1278.54556,62.61538462,66.88461538,35.33461538,33.50384615,1380104.27,8.74983672,2567.58,0.015850565,1.74532307,0.481819207,39.811375,2.64,49.58,745.0625,55.877,43.81,14.47561538,3.955420812,0
Malaysia,MYS,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,10.74903091,6.04938103,42.2725165,24621140.04,3.283519993,10.74903091,15489126896,12779.23755,42.2725165,62997528870,6.04938103,24368596.77,2.156778261,48.81166549,51.18833451,3.283519993,3.30249998,22584117.05,1803.961687,221078.2952,16700714.29,28144600,12241619048,6041571429,4.06648892,7.035917386,94.89130114,7.374001216,1.40898E+11,82.91643386,8.295154392,1.20425E+11,23703.83468,89.4,94.73846154,91.97307692,89.83076923,16247465.04,58.29012806,1475161.6,5.115083242,32.90740276,39.88416636,960.8854538,555.35,4672.42,1746.791667,1581.973238,1781.13,63.42173077,3.777862388,4.501565561
Maldives,MDV,ClusterC_1990,ClusterB_2015,C_1990-B_2015,CB,0,0,0,0,0,1,0,0,0,0,0,6.574397473,1.773231757,15.64372508,313468.7037,3.924880016,6.574397473,72731446.35,4153.216501,15.64372508,232758411.8,1.773231757,309467.81,2.446478305,47.44432585,52.55567415,3.924880016,6.823999941,203942.5139,3.402982705,5952.227273,652238.1,55928.57,1116857143,135761904.8,11.7466453,84.61484753,86.84287664,0,1578339042,83.12846438,0,1430323464,96.92442062,94.37307692,95.96153846,83.64615385,78.37307692,213527.31,64.79085929,11907.57,3.583995741,13.67183461,50.14096811,0,0,0,0,0,0,32.65923077,4.63065087,0
Mali,MLI,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,37.79818406,0.063797784,21.86605684,12493853.37,8.256120005,37.79818406,2215875709,966.7752969,21.86605684,1315033903,0.063797784,12282277.08,2.857546261,50.30381508,49.69618492,8.256120005,7.907499909,101198.3119,10.10772388,1661.4375,124585.71,0,132930000,131150000,6.316567893,7.993524913,22.33065396,6.366563922,1487887652,32.43481438,5.931035557,2051606517,4921.013724,41.67307692,51.80384615,19.18076923,12.56538462,4318587.35,28.79334752,5002,0.035585052,1.649438484,0.645342673,33.858625,0,0,693.7142857,255.5571429,375.8,30.70965385,4.994791451,0
Malta,MLT,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,2.289127215,6.095535994,29.07836943,397450.5185,6.658199959,2.289127215,105917533.7,63642.38411,29.07836943,1297820680,6.095535994,395931.42,0.800538431,50.25019731,49.74980269,6.658199959,5.72769232,1314673.692,9.055461538,13549.61538,1274000,245952.38,999952381,283904761.9,4.404535674,16.20948516,119.6820103,5.229428164,7795275972,121.8432608,4.676292189,7779913471,126.5925437,99.58461538,99.96538462,100,100,243461.88,57.75514437,83573.19,19.6835456,36.39121661,972.4455873,1414.194291,11.82,84.29,0,0,0,92.91269231,1.01362601,0
Marshall Islands,MHL,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,14.80441271,1.561196401,12.08430387,51657.96296,28.45,14.80441271,24006543.33,3898.63207,12.08430387,18945894.15,1.561196401,51603.81,0.559957609,0,0,0,20.34000015,37928.5,1.724699986,4209.6,6025,0,3577000,15208750,15.30147288,8.134850382,0,0,0,0,0,0,0,96.13846154,93.4,71.24615385,49.19230769,2030.72,3.851267443,1218.67,2.308797678,4.75648846,82.34674131,0,0,0,0,0,0,69.03903846,1.006657673,0
Mauritania,MRT,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,30.64487464,0.516793045,32.16966289,3025701.889,13.59532001,30.64487464,649352385.7,1192.462707,32.16966289,865041550.5,0.516793045,2976651.27,2.883774447,49.95391492,50.04608508,13.59532001,23.6050005,217878.8049,7.298390902,3386.154728,27000,0,30222222.22,68555555.56,5.529160744,2.864576712,39.08848035,2.374911632,1104909349,53.37424264,6.475964716,1557442579,135.2420967,42.23846154,44.86538462,27.03076923,10.01923077,1163177.04,31.64049298,5598.55,0.150272588,2.735889208,1.637670124,0,0,0,726.625,7556.857143,47,50.97903846,4.381586227,5.538235049
